"s0","n0","nparts","nunique","max_draws","log_nparts","log_nunique"
2,78,"39",39,5000,3.66356164612965,3.66356164612965
3,78,"507",507,5000,6.22851100359118,6.22851100359118
4,78,"3422",2643,5000,8.13798045445214,7.87966991460429
5,78,"14518",4270,5000,9.58314453784479,8.35936910622267
6,78,"43752",4696,5000,10.6862926050266,8.45446636150793
8,78,"191964",4938,5000,12.1650631334296,8.50471566990512
10,78,"440725",4975,5000,12.9961763771539,8.51218064959269
13,78,"752368",4976,5000,13.5309808449357,8.51238163441901
16,78,"797402",4988,5000,13.5891142220777,8.51479030679993
21,78,"533523",4979,5000,13.1872574603223,8.51298434664218
26,78,"272293",4943,5000,12.5146339713905,8.50572771330696
34,78,"75078",4827,5000,11.2262828520931,8.48198043566049
4,100,"7153",3584,5000,8.87528712810838,8.18423477409482
6,100,"143247",4925,5000,11.8723256919493,8.50207955360619
10,100,"2977866",4993,5000,14.9067174945717,8.51579221050061
16,100,"10643083",4997,5000,16.1804207555458,8.51659301134421
26,100,"6323274",4999,5000,15.6597476699624,8.51699317141357
2,128,"64",64,5000,4.15888308335967,4.15888308335967
3,128,"1365",1311,5000,7.21890970761906,7.1785454837637
4,128,"14905",4246,5000,9.60945200611217,8.3537326422632
5,128,"100540",4870,5000,11.5183109372466,8.49084921607663
6,128,"470660",4980,5000,13.061891243961,8.5131851700187
8,128,"4602893",4997,5000,15.3421955768199,8.51659301134421
10,128,"21004018",4999,5000,16.8602243107191,8.51699317141357
13,128,"81883121",4999,5000,18.2208034347872,8.51699317141357
16,128,"161410965",5000,5000,18.8994642482955,8.51719319141624
21,128,"221143779",5000,5000,19.2143236316546,8.51719319141624
26,128,"182200447",5000,5000,19.0206179961351,8.51719319141624
34,128,"87010828",5000,5000,18.2815431286445,8.51719319141624
4,165,"31752",4635,5000,10.3657109944629,8.44139147799996
6,165,"1615020",4991,5000,14.2948578984631,8.51539156946961
10,165,"164694398",5000,5000,18.9196021812118,8.51719319141624
16,165,"3055519608",5000,5000,21.840215499559,8.51719319141624
26,165,"7549091116",5000,5000,22.7446930109741,8.51719319141624
2,211,"105",105,5000,4.65396035015752,4.65396035015752
3,211,"3710",2747,5000,8.21878715560148,7.91826468609527
4,211,"66150",4792,5000,11.0996801695431,8.47470313979528
5,211,"721006",4975,5000,13.4884027380078,8.51218064959269
6,211,"5370418",4998,5000,15.4964163033067,8.5167931113949
8,211,"125780632",4999,5000,18.6500499317132,8.51699317141357
10,211,"1261252465",5000,5000,20.9553710840405,8.51719319141624
13,211,"13490164887",5000,5000,23.3252267299972,8.51719319141624
16,211,"60009573064",5000,5000,24.8177699375083,8.51719319141624
21,211,"223563324081",5000,5000,26.1329605400914,8.51719319141624
26,211,"363937979327",5000,5000,26.6202493036014,8.51719319141624
34,211,"350833045483",5000,5000,26.5835762933585,8.51719319141624
4,271,"139725",4913,5000,11.8474314841379,8.49964003216865
6,271,"18350920",4999,5000,16.7251902674479,8.51699317141357
10,271,"10369163991",5000,5000,23.0621022379053,8.51719319141624
16,271,"1398436864213",5000,5000,27.9663762032086,8.51719319141624
26,271,"24691000445496",5000,5000,30.8374599387359,8.51719319141624
2,348,"174",174,5000,5.15905529921453,5.15905529921453
