"sim","nparts","s0","n0","skew","simpson","nunique","max_draws"
2,"1850",3,149,0.381374247339545,0.567181658483852,5,5
3,"1850",3,149,0.240936522766371,0.540336020899959,5,5
4,"1850",3,149,-0.38335749370152,0.565560109904959,5,5
5,"1850",3,149,-0.325766124462153,0.539254988514031,5,5
1,"182702",5,149,0.763262143256893,0.593757037971262,5,5
2,"182702",5,149,-0.230781472953658,0.790324760145939,5,5
3,"182702",5,149,-0.420381290255399,0.746903292644475,5,5
4,"182702",5,149,0.316178516310756,0.683662898067655,5,5
5,"182702",5,149,0.52271815981715,0.678527994234494,5,5
1,"12464395",8,149,0.681980706815978,0.773839016260529,5,5
2,"12464395",8,149,-0.160090802065154,0.818431602180082,5,5
3,"12464395",8,149,1.68590570398155,0.542678257736138,5,5
4,"12464395",8,149,-0.769644598067448,0.85356515472276,5,5
5,"12464395",8,149,0.497092727711764,0.780145038511779,5,5
1,"372681359",13,149,0.898371596490433,0.864195306517724,5,5
2,"372681359",13,149,0.651000540992018,0.865366424935814,5,5
3,"372681359",13,149,2.49330064545424,0.64519616233503,5,5
4,"372681359",13,149,1.32028867485171,0.798792847169046,5,5
5,"372681359",13,149,2.11960124650417,0.76762308004144,5,5
1,"1656774044",21,149,2.67845975077819,0.877347867213189,5,5
2,"1656774044",21,149,1.29334362132703,0.920138732489527,5,5
3,"1656774044",21,149,2.1619967623739,0.912661591820188,5,5
4,"1656774044",21,149,2.06537444655256,0.886626728525742,5,5
5,"1656774044",21,149,1.32615855675988,0.913922796270438,5,5
1,"942333531",34,149,1.93663390282233,0.930408540155849,5,5
2,"942333531",34,149,3.33412250078163,0.900499977478492,5,5
3,"942333531",34,149,2.41631703340269,0.920679248682492,5,5
4,"942333531",34,149,2.34980767797005,0.937975766857349,5,5
5,"942333531",34,149,3.94444600054512,0.894284041259403,5,5
1,"92522935",55,149,4.26248765312003,0.909238322598081,5,5
2,"92522935",55,149,4.461457047254,0.933741723345795,5,5
3,"92522935",55,149,3.03079503142307,0.933831809377956,5,5
4,"92522935",55,149,2.14129113206918,0.957884779964866,5,5
5,"92522935",55,149,2.37372966454216,0.964100716183956,5,5
1,"715220",91,149,4.33267406553896,0.974820954011081,5,5
2,"715220",91,149,4.05840377741798,0.970857168596009,5,5
3,"715220",91,149,5.01591261550061,0.962298995540741,5,5
4,"715220",91,149,3.87995566762994,0.972929147335706,5,5
5,"715220",91,149,4.35767582207935,0.969866222242241,5,5
1,"122",2,245,0,0.445347771761766,5,5
2,"122",2,245,0,0.305006247396918,5,5
3,"122",2,245,0,0.339058725531029,5,5
4,"122",2,245,0,0.442615576842982,5,5
5,"122",2,245,0,0.156734693877551,5,5
1,"5002",3,245,-0.213558338256162,0.531378592253228,5,5
2,"5002",3,245,-0.125353263879006,0.643865056226572,5,5
3,"5002",3,245,-0.225467855733037,0.63533527696793,5,5
4,"5002",3,245,0.384900179459751,0.286547271970012,5,5
5,"5002",3,245,0.0559812551320498,0.43658475635152,5,5
1,"1302311",5,245,0.209728556231672,0.735360266555602,5,5
2,"1302311",5,245,0.452098078518136,0.592186588921283,5,5
3,"1302311",5,245,0.357232766479673,0.637667638483965,5,5
4,"1302311",5,245,0.400623731147241,0.720133277800916,5,5
5,"1302311",5,245,-0.330085554807227,0.746855476884631,5,5
1,"343116894",8,245,-0.375559973709376,0.862873802582257,5,5
2,"343116894",8,245,0.460580788030929,0.771578508954602,5,5
3,"343116894",8,245,-0.892023597274827,0.852078300708038,5,5
4,"343116894",8,245,0.46401400531704,0.836817992503124,5,5
5,"343116894",8,245,-0.169919700338937,0.847580174927114,5,5
1,"65905592635",13,245,0.630887832537326,0.88862973760933,5,5
2,"65905592635",13,245,-0.348287086677728,0.905222823823407,5,5
3,"65905592635",13,245,0.763239785511092,0.881466055810079,5,5
4,"65905592635",13,245,0.743365716742633,0.873835901707622,5,5
5,"65905592635",13,245,0.158780762622202,0.889296126613911,5,5
1,"2073871870690",21,245,1.49677896744836,0.900291545189504,5,5
2,"2073871870690",21,245,1.86719735431353,0.898692211578509,5,5
3,"2073871870690",21,245,1.74441896230033,0.886030820491462,5,5
4,"2073871870690",21,245,1.98490619951511,0.892694710537276,5,5
5,"2073871870690",21,245,1.74250869177371,0.90618908788005,5,5
1,"5508427361736",34,245,2.37730554557336,0.920649729279467,5,5
2,"5508427361736",34,245,1.02118609028472,0.93487713452728,5,5
3,"5508427361736",34,245,2.14658882194133,0.934777176176593,5,5
4,"5508427361736",34,245,2.33740910364869,0.940108288213244,5,5
5,"5508427361736",34,245,2.42585582967096,0.936942940441483,5,5
1,"1587802425731",55,245,2.2264304998488,0.953136193252811,5,5
2,"1587802425731",55,245,1.7892064316912,0.959000416493128,5,5
3,"1587802425731",55,245,2.08098144426379,0.94637234485631,5,5
4,"1587802425731",55,245,2.22771587009873,0.954502290712203,5,5
5,"1587802425731",55,245,3.93770133433857,0.930478967097043,5,5
1,"60347612270",91,245,3.34281684632769,0.965464389837568,5,5
2,"60347612270",91,245,4.59552693364393,0.942240733027905,5,5
3,"60347612270",91,245,2.00766048802336,0.972061640982924,5,5
4,"60347612270",91,245,3.16686987447145,0.961765930862141,5,5
5,"60347612270",91,245,4.43154360528391,0.94277384423157,5,5
1,"118114304",149,245,5.45470371919729,0.976126613910871,5,5
2,"118114304",149,245,8.54289298217186,0.964331528529779,5,5
3,"118114304",149,245,5.23217898887104,0.974094127446897,5,5
4,"118114304",149,245,5.45154819268807,0.985256143273636,5,5
5,"118114304",149,245,4.34569220206845,0.980957934194086,5,5
1,"202",2,404,0,0.249424076070973,5,5
2,"202",2,404,0,0.150022056661112,5,5
3,"202",2,404,0,0.462932555631801,5,5
4,"202",2,404,0,0.19409861778257,5,5
5,"202",2,404,0,0.499889716694442,5,5
1,"13601",3,404,0.150587578615567,0.505943044799529,5,5
2,"13601",3,404,-0.299320553488015,0.554467699245172,5,5
3,"13601",3,404,0.0841297505065046,0.538488873639839,5,5
4,"13601",3,404,-0.3637384261913,0.610540633271248,5,5
5,"13601",3,404,0.0877669818318061,0.453521713557494,5,5
1,"9479319",5,404,0.581371800417171,0.709856876776787,5,5
2,"9479319",5,404,0.955568656321441,0.584048132536026,5,5
3,"9479319",5,404,0.352970514720547,0.696022448779531,5,5
4,"9479319",5,404,0.342727855163668,0.649850504852465,5,5
5,"9479319",5,404,0.438446219472551,0.723642289971571,5,5
1,"10236379151",8,404,-0.125984035644901,0.853984903440839,5,5
2,"10236379151",8,404,-0.413786128728336,0.837283109499069,5,5
3,"10236379151",8,404,0.497221572616677,0.814246152338006,5,5
4,"10236379151",8,404,0.134662764145491,0.808915792569356,5,5
5,"10236379151",8,404,0.465698636720073,0.782227232624253,5,5
1,"15663609975239",13,404,1.14087551398971,0.836658170767572,5,5
2,"15663609975239",13,404,1.91741787985182,0.80280119596118,5,5
3,"15663609975239",13,404,1.14375810151943,0.881188118811881,5,5
4,"15663609975239",13,404,0.864707973461537,0.860307812959514,5,5
5,"15663609975239",13,404,0.964619654766146,0.871005293598667,5,5
1,"5828389627334616",21,404,1.32905997848788,0.900965591608666,5,5
2,"5828389627334616",21,404,0.947506392200434,0.933021272424272,5,5
3,"5828389627334616",21,404,1.28245546082601,0.919027546318988,5,5
4,"5828389627334616",21,404,0.929800564333541,0.918954024115283,5,5
5,"5828389627334616",21,404,1.41564354413233,0.882670816586609,5,5
1,"146654545794032872",34,404,0.84268257909792,0.950200960690128,5,5
2,"146654545794032872",34,404,2.79872557705164,0.916981178315851,5,5
3,"146654545794032872",34,404,1.64199002497318,0.921772375257328,5,5
4,"146654545794032872",34,404,2.12266690869904,0.935913145770022,5,5
5,"146654545794032872",34,404,2.35633326655866,0.942517890402902,5,5
1,"188230052827681570",55,404,1.70530028344138,0.952418880501912,5,5
2,"188230052827681570",55,404,3.02273114367683,0.951573375159298,5,5
3,"188230052827681570",55,404,2.20923971263404,0.954024115282815,5,5
4,"188230052827681570",55,404,3.17110570880129,0.933339868640329,5,5
5,"188230052827681570",55,404,2.36786865268999,0.947762474267229,5,5
1,"22714041311495409",91,404,3.16450600865346,0.950960690128419,5,5
2,"22714041311495409",91,404,3.18323784917303,0.962687481619449,5,5
3,"22714041311495409",91,404,4.9733859222942,0.9298353102637,5,5
4,"22714041311495409",91,404,3.27420575777543,0.95328889324576,5,5
5,"22714041311495409",91,404,2.89925950871476,0.967944319184394,5,5
1,"338851247133583",149,404,4.17917193081762,0.972220860699931,5,5
2,"338851247133583",149,404,5.61225550730127,0.966179786295461,5,5
3,"338851247133583",149,404,2.89874357248669,0.982832565434761,5,5
4,"338851247133583",149,404,4.30664570709283,0.96745417115969,5,5
5,"338851247133583",149,404,5.68343686235308,0.952137045387707,5,5
1,"97662728555",245,404,7.31248224989223,0.981913537888442,5,5
2,"97662728555",245,404,6.47183648851946,0.984155965101461,5,5
3,"97662728555",245,404,8.28544960673896,0.974794137829625,5,5
4,"97662728555",245,404,8.56846189912204,0.978874620135281,5,5
5,"97662728555",245,404,6.91211036376721,0.983800607783551,5,5
1,"333",2,666,0,0.44837630423216,5,5
2,"333",2,666,0,0.28176374572771,5,5
3,"333",2,666,0,0.340633426219012,5,5
4,"333",2,666,0,0.498845692539386,5,5
5,"333",2,666,0,0.319639459279099,5,5
1,"36963",3,666,0.211078351168516,0.437987537086636,5,5
2,"36963",3,666,0.383853004498712,0.127961294627961,5,5
3,"36963",3,666,0.0647381976626766,0.614393672952231,5,5
4,"36963",3,666,-0.38162043044201,0.628597065534003,5,5
5,"36963",3,666,0.343202296668616,0.458616273931589,5,5
1,"69340404",5,666,0.835750056787267,0.625544463382301,5,5
2,"69340404",5,666,0.321178014813751,0.566426787147508,5,5
3,"69340404",5,666,0.614830545769715,0.612044476909342,5,5
4,"69340404",5,666,-0.387959489851387,0.726154082009938,5,5
5,"69340404",5,666,-0.0444611835494725,0.713420627835042,5,5
1,"317202410064",8,666,0.407025999833029,0.832431530629729,5,5
2,"317202410064",8,666,0.761027760364975,0.802063324585847,5,5
3,"317202410064",8,666,0.622284094624828,0.818250683115548,5,5
4,"317202410064",8,666,0.33504330805657,0.825740154568983,5,5
5,"317202410064",8,666,1.31717102683379,0.710250791331872,5,5
1,"4480895795755228",13,666,1.71285104155181,0.850490129769409,5,5
2,"4480895795755228",13,666,0.916011554175806,0.849931012093174,5,5
3,"4480895795755228",13,666,1.30372103182932,0.857195032870709,5,5
4,"4480895795755228",13,666,1.54050119832692,0.852298244190136,5,5
5,"4480895795755228",13,666,0.650440561843544,0.860752644536428,5,5
1,"30750153337654075203",21,666,1.04765482955339,0.92274707139572,5,5
2,"30750153337654075203",21,666,2.82588140455814,0.871867362858354,5,5
3,"30750153337654075203",21,666,0.498460522871883,0.931133836539242,5,5
4,"30750153337654075203",21,666,0.62056960939637,0.926340755169584,5,5
5,"30750153337654075203",21,666,1.66777742403327,0.898312727141556,5,5
1,"16960533556000831078905",34,666,2.25917740863256,0.945165886607328,5,5
2,"16960533556000831078905",34,666,1.48128922818416,0.950788626464302,5,5
3,"16960533556000831078905",34,666,1.38065392453296,0.948416885353822,5,5
4,"16960533556000831078905",34,666,1.71210816569035,0.940012084156228,5,5
5,"16960533556000831078905",34,666,1.93475569722442,0.933334235136037,5,5
1,"224667994315288971716046",55,666,2.07135397432902,0.961682403123845,5,5
2,"224667994315288971716046",55,666,3.19717051410693,0.934456979502025,5,5
3,"224667994315288971716046",55,666,2.63016134734234,0.957385313241169,5,5
4,"224667994315288971716046",55,666,2.25339094165487,0.955680906131357,5,5
5,"224667994315288971716046",55,666,2.35474895654881,0.939394349304259,5,5
1,"111745788850746178493046",91,666,2.21842387635203,0.97877156435715,5,5
2,"111745788850746178493046",91,666,3.37360536454851,0.96632217803389,5,5
3,"111745788850746178493046",91,666,3.36812338318795,0.955775595415235,5,5
4,"111745788850746178493046",91,666,3.45756781362144,0.961010560109659,5,5
5,"111745788850746178493046",91,666,3.16812456899679,0.963706950193437,5,5
1,"5838828710429811709611",149,666,3.81582027228057,0.972161350539729,5,5
2,"5838828710429811709611",149,666,3.97699629771726,0.976296115935756,5,5
3,"5838828710429811709611",149,666,3.83188669726777,0.973897320744168,5,5
4,"5838828710429811709611",149,666,4.66487370829446,0.969870771672574,5,5
5,"5838828710429811709611",149,666,4.32595794105978,0.95717789861934,5,5
1,"24167048176397232630",245,666,5.06409336268575,0.976462949435922,5,5
2,"24167048176397232630",245,666,4.41183785678133,0.979970961952944,5,5
3,"24167048176397232630",245,666,4.28576232621854,0.981156832508184,5,5
4,"24167048176397232630",245,666,6.94444069495276,0.961294627961295,5,5
5,"24167048176397232630",245,666,4.3525630241297,0.978537095654213,5,5
1,"576672674947168",404,666,8.54604121767307,0.989926863800738,5,5
2,"576672674947168",404,666,5.83047923197984,0.992253514776037,5,5
3,"576672674947168",404,666,7.02727760200469,0.989976462949436,5,5
4,"576672674947168",404,666,6.62298617239683,0.986567648729811,5,5
5,"576672674947168",404,666,9.99160950856814,0.985183381579778,5,5
1,"548",2,1097,0,0.0108790943062584,5,5
2,"548",2,1097,0,0.49985000943154,5,5
3,"548",2,1097,0,0.455572461233047,5,5
4,"548",2,1097,0,0.334569543687973,5,5
5,"548",2,1097,0,0.479338279836697,5,5
1,"100284",3,1097,-0.212894100980497,0.632087677589249,5,5
2,"100284",3,1097,-0.290564728959135,0.599440422998332,5,5
3,"100284",3,1097,0.343845744117664,0.646606432227115,5,5
4,"100284",3,1097,0.0127476055943516,0.44401196933046,5,5
5,"100284",3,1097,-0.187450094330508,0.564403290984196,5,5
1,"507432854",5,1097,0.291082976022769,0.686012818584538,5,5
2,"507432854",5,1097,0.319350198966448,0.64163056782856,5,5
3,"507432854",5,1097,0.987793729852572,0.437866095400649,5,5
4,"507432854",5,1097,0.092436060374507,0.771293882628433,5,5
5,"507432854",5,1097,0.809104561682166,0.708103396268434,5,5
1,"10022031335772",8,1097,0.449706581574193,0.792538530125668,5,5
2,"10022031335772",8,1097,0.759997574426826,0.834417891174156,5,5
3,"10022031335772",8,1097,1.17605531071802,0.802358965239582,5,5
4,"10022031335772",8,1097,0.519318652542495,0.764268839604823,5,5
5,"10022031335772",8,1097,1.18415503883888,0.749701888551606,5,5
1,"1440400848181570978",13,1097,0.646791950762194,0.875898385336988,5,5
2,"1440400848181570978",13,1097,0.660969728211884,0.857678478389309,5,5
3,"1440400848181570978",13,1097,0.54851128213068,0.879925278936754,5,5
4,"1440400848181570978",13,1097,0.430123143763748,0.872933474820281,5,5
5,"1440400848181570978",13,1097,1.83704357449668,0.826041686575387,5,5
1,"257825170465935452062058",21,1097,0.677539512540744,0.931241165721712,5,5
2,"257825170465935452062058",21,1097,3.35564447920068,0.900088000006648,5,5
3,"257825170465935452062058",21,1097,1.39725078709821,0.885875043314451,5,5
4,"257825170465935452062058",21,1097,1.38129348573537,0.892866847430923,5,5
5,"257825170465935452062058",21,1097,1.34088069752846,0.92203066455378,5,5
1,"7236699666360942427462462654",34,1097,2.16287339539689,0.937915538275017,5,5
2,"7236699666360942427462462654",34,1097,1.31609048241346,0.949343074549052,5,5
3,"7236699666360942427462462654",34,1097,1.32129991605163,0.934493592785163,5,5
4,"7236699666360942427462462654",34,1097,0.963663209603914,0.95088203594954,5,5
5,"7236699666360942427462462654",34,1097,1.55844913035873,0.94321382007281,5,5
1,"3246722222029525681182826112810",55,1097,1.40246106186772,0.969313009957546,5,5
2,"3246722222029525681182826112810",55,1097,2.18863287702929,0.949615633587583,5,5
3,"3246722222029525681182826112810",55,1097,2.63788160405943,0.954842451735029,5,5
4,"3246722222029525681182826112810",55,1097,2.2919818318818,0.953258617809905,5,5
5,"3246722222029525681182826112810",55,1097,2.65964375737842,0.941400637688433,5,5
1,"15899863866212300281485778446925",91,1097,3.63624896258591,0.95487402869681,5,5
2,"15899863866212300281485778446925",91,1097,4.1584358337472,0.961757806365085,5,5
3,"15899863866212300281485778446925",91,1097,2.60122121733988,0.971428666396878,5,5
4,"15899863866212300281485778446925",91,1097,3.49018696629027,0.957338693661091,5,5
5,"15899863866212300281485778446925",91,1097,4.02486485640288,0.95589778703666,5,5
1,"2874744073304952446124757934939",149,1097,4.93972318351356,0.969838184690326,5,5
2,"2874744073304952446124757934939",149,1097,3.0093395939677,0.975300999078451,5,5
3,"2874744073304952446124757934939",149,1097,4.36803373906379,0.957812348087807,5,5
4,"2874744073304952446124757934939",149,1097,7.78394540486594,0.948955841280894,5,5
5,"2874744073304952446124757934939",149,1097,2.90210624373874,0.979972727476693,5,5
1,"54836444519972219502670097392",245,1097,5.15257519056592,0.974493293634999,5,5
2,"54836444519972219502670097392",245,1097,5.49466062942932,0.972823038551315,5,5
3,"54836444519972219502670097392",245,1097,5.52609959533086,0.964882263636054,5,5
4,"54836444519972219502670097392",245,1097,6.19204708727819,0.972921093327373,5,5
5,"54836444519972219502670097392",245,1097,3.53489656427088,0.983053974168383,5,5
1,"43397921467603356642305679",404,1097,5.60772530656509,0.984091028071088,5,5
2,"43397921467603356642305679",404,1097,5.63406325525723,0.979610423388889,5,5
3,"43397921467603356642305679",404,1097,6.19535601343765,0.985094843066655,5,5
4,"43397921467603356642305679",404,1097,7.47026480682658,0.975430630816289,5,5
5,"43397921467603356642305679",404,1097,7.43073035058425,0.976994521397131,5,5
1,"43955477170518116534",666,1097,8.25168724123615,0.989590405257066,5,5
2,"43955477170518116534",666,1097,7.73355314410238,0.990012539377718,5,5
3,"43955477170518116534",666,1097,7.0754182170145,0.993957997654995,5,5
4,"43955477170518116534",666,1097,11.9472484589698,0.988804305103252,5,5
5,"43955477170518116534",666,1097,9.03862698093234,0.991119394985412,5,5
1,"904",2,1809,0,0.498789756151373,5,5
2,"904",2,1809,0,0.434449581219876,5,5
3,"904",2,1809,0,0.165782475131254,5,5
4,"904",2,1809,0,0.410583896438207,5,5
5,"904",2,1809,0,0.497535661780771,5,5
1,"272707",3,1809,0.373230133341892,0.587951465570006,5,5
2,"272707",3,1809,-0.36316761815431,0.600336564215346,5,5
3,"272707",3,1809,0.377787578273395,0.131804584961685,5,5
4,"272707",3,1809,-0.373014132486237,0.645331783438926,5,5
5,"272707",3,1809,0.340081280172836,0.56180616480279,5,5
1,"3739015190",5,1809,-0.205928284245824,0.7355135140586,5,5
2,"3739015190",5,1809,-0.258324382406635,0.779764955090648,5,5
3,"3739015190",5,1809,0.943547155170052,0.45365763773724,5,5
4,"3739015190",5,1809,0.0731797359249119,0.692975757536866,5,5
5,"3739015190",5,1809,1.00101960835106,0.754027296109588,5,5
1,"324213409803627",8,1809,1.35461762634772,0.743362604702671,5,5
