"community_name","s0","n0","nparts","ncomparisons","mean_r2","mean_r2_log","mean_cd","mean_prop_off","mean_div","lognparts"
"4_23",4,23,94,2985,-0.858377358994176,-1.52474862977896,0.768241356662721,0.18512854125701,0.125710358499988,4.54329478227
"4_24344",4,24344,100199797157,5000,-0.358150865782919,-2.82749373255072,0.823981442375183,0.183352932960894,0.144281797681592,25.3304320012139
"4_2566",4,2566,117466740,5000,-0.132356376919398,-1.80855341313627,0.82122973894748,0.182675837879969,0.140745349766278,18.5816657876486
"4_271",4,271,139725,4998,-0.0891967056363513,-1.52635711070267,0.816851011651397,0.183065107962004,0.136098556724752,11.8474314841379
"4_29",4,29,185,4315,-0.721139764335406,-1.79375064347759,0.782479246476754,0.18575138850042,0.128213368032487,5.22035582507832
"4_31258",4,31258,212110783425,5000,0.0534975179911641,-1.51379919985868,0.823916886785452,0.183011485059825,0.142538233227657,26.0803745384552
"4_3295",4,3295,248655825,5000,0.0430583198544427,-1.64261962507563,0.819270156738154,0.183732078907436,0.145554656429268,19.3315802693537
"4_348",4,348,295191,5000,-0.0952577506050157,-1.59995803744231,0.81926297685942,0.181348850574713,0.137694074215782,12.5953778834388
"4_37",4,37,378,4827,-0.79245036434358,-2.02614635495142,0.787652398084137,0.190029059513211,0.134820739653933,5.93489419561959
"4_40135",4,40135,448993205235,4999,-0.396245769796403,-2.95416326263373,0.821575539626131,0.1832115121168,0.144333979630525,26.8302735914673
"4_4231",4,4231,526349475,4998,0.051553500648922,-1.5756274276675,0.819677660441465,0.181688794638631,0.141331258581651,20.0814759512259
"4_446",4,446,620231,5000,-0.00794057596669089,-1.55008997458567,0.820922590059703,0.18272331838565,0.140108576489763,13.3378472682755
"4_47",4,47,764,4959,-0.70495744970102,-2.19678499632538,0.797965439533537,0.185199486856049,0.133496016162206,6.63856778916652
"4_5432",4,5432,1113670149,5000,0.00188752467392827,-1.58748784855752,0.819840748141874,0.182840463917526,0.144125947246457,20.8309268385561
"4_573",4,573,1313280,5000,-0.0197094413105021,-1.60032074443948,0.818357470518485,0.184941361256545,0.145910192439623,14.0880383826444
"4_61",4,61,1650,4992,-1.14131561687181,-3.58170611576903,0.803256206174421,0.183920502311896,0.132894666299292,7.40853056689463
"4_6975",4,6975,2357527767,4996,-0.00362114381936485,-1.73638036653626,0.820428340979539,0.18464968390483,0.144687982088575,21.5808793505573
"4_7",4,7,3,3,-2.7979797979798,-1.14203920452139,0.380471380471381,0.190476190476191,0.118328888085143,1.09861228866811
"4_736",4,736,2779954,4998,0.0263356187480416,-1.50023151268107,0.821837721383467,0.184007026723733,0.140752053482772,14.8379449387673
"4_78",4,78,3422,4999,-0.217980143192284,-1.40878106387722,0.807833937668752,0.18463436276999,0.134765348934915,8.13798045445214
"4_8956",4,8956,4990283449,4998,-0.106767958559686,-1.90681984788552,0.818777451907398,0.182219091298869,0.139716614834805,22.3307585485034
"4_9",4,9,6,15,-1.77686431567133,-1.95695860537776,0.705769055531057,0.177777777777778,0.107030399647307,1.79175946922805
"4_944",4,944,5860457,4998,-0.135803648805369,-1.95831623016015,0.821745731760843,0.183145927862671,0.142386515570657,15.5837381448605
"404_1212",404,1212,8.15175637644106e+27,5000,0.874067593578975,0.898523248345173,0.918894084671642,0.103575577557756,0.0518189264358283,64.2680309211856
"404_1999",404,1999,2.76974508638876e+40,5000,0.900230510667326,0.908332298016847,0.934738878013635,0.10587883941971,0.048543407436781,93.1221590091519
"404_3295",404,3295,3.90747766757124e+55,4999,0.917833138050458,0.910329480436033,0.944557200721338,0.101782420216972,0.0425527473650104,128.005072182697
"404_434",404,434,5604,4993,0.621698068700269,0.769395143827346,0.799899455221737,0.0193164439431794,0.0127269141215152,8.6312359074569
"404_446",404,446,53174,5000,0.667549483040475,0.793020816792507,0.814548223625364,0.0249766816143498,0.0162657603946938,10.8813248340618
"404_736",404,736,84300815636225120,4998,0.830706631178996,0.884768361299794,0.895479555307055,0.0826523544200289,0.0449973744181728,38.9731679352717
"5_100",5,100,38225,4999,0.212954326528211,-0.351021372527617,0.805245178431304,0.184524904980996,0.129529069589039,10.5512450307973
"5_11",5,11,10,45,-1.15611604176738,-0.88257945924514,0.648727942111526,0.177777777777778,0.112331509017336,2.30258509299405
"5_11499",5,11499,6076106214661,5000,0.263747418844034,-0.765854809172563,0.825095066760139,0.178529976519697,0.130125992981951,29.4353851815266
"5_1212",5,1212,755421743,4998,0.348860617876523,-0.437214851655223,0.82128256730622,0.178407501614507,0.129771912251688,20.4427867512544
"5_128",5,128,100540,5000,0.220781308771035,-0.431367144258409,0.810962508796609,0.1790875,0.123910950439734,11.5183109372466
"5_14",5,14,23,253,-0.953321410644173,-0.507324988630031,0.679311022208176,0.181253529079616,0.116238577398138,3.13549421592915
"5_14765",5,14765,16513357214716,4999,0.338943328801159,-0.675516041517943,0.820302920573017,0.178293471088393,0.129679089667499,30.4351906975085
"5_1557",5,1557,2053733669,5000,0.270542412221222,-0.688439752663678,0.817999537024005,0.179184071933205,0.132189520846107,21.4429252754886
"5_165",5,165,273052,4999,0.166660208532796,-0.641612729636206,0.806063465328166,0.18286081458716,0.129623643120898,12.5174175322193
"5_18",5,18,57,1527,-0.330289511973068,-0.344301084016512,0.727092404064637,0.184202866914065,0.119775548284411,4.04305126783455
"5_18959",5,18959,44884691087562,4999,0.307082990217607,-0.697126097147187,0.821488450880578,0.18067201182206,0.134195272986155,31.4351178968045
"5_1999",5,1999,5572202761,5000,0.267118840656045,-0.780004640616906,0.827501793313882,0.177324662331166,0.132084228901074,22.4410562814697
"5_211",5,211,721006,4998,0.260443767070547,-0.462355188364769,0.817521833808669,0.180548048603328,0.12995790800616,13.4884027380078
"5_23",5,23,141,3906,-0.220512531549986,-0.450757709412378,0.753185217481127,0.18380863331775,0.120479059317238,4.94875989037817
"5_24344",5,24344,121998260763837,4999,0.332925020343082,-0.577720379063584,0.819530147410668,0.177392190564304,0.127606274984206,32.4350279045261
"5_2566",5,2566,15112070849,4998,0.280071976667852,-1.06976591173128,0.82609909572183,0.177992007403117,0.131158506882626,23.4387596553956
"5_271",5,271,1942129,4998,0.359015807972752,-0.269869351866506,0.817298459336068,0.178246944534271,0.124949401484083,14.4792953519918
"5_29",5,29,333,4764,-0.424979532532272,-0.764893481474433,0.772362355471082,0.184914155013174,0.124354947890042,5.80814248998044
"5_31258",5,31258,331582178456036,4998,0.288893166099447,-0.762316785260487,0.823164950178796,0.177879629681548,0.131315315990907,33.4348967936442
"5_3295",5,3295,41053069200,4997,0.250140220700742,-0.707722966723465,0.823089852066231,0.17682621712633,0.126672165523526,24.4381314374068
"5_348",5,348,5239163,4999,0.255485342223835,-0.727477515811355,0.818249520022277,0.180363084111075,0.129800048792154,15.4716723107142
"5_37",5,37,831,4962,-0.069146983182905,-0.529513174271032,0.782190485162692,0.184592089066091,0.124880960313817,6.72262979485545
"5_40135",5,40135,901174261108935,4998,0.349180345481354,-0.614066992581126,0.821509332514109,0.179302651669862,0.132223558559114,34.4347197633918
"5_4231",5,4231,111533441362,5000,0.320283160832938,-0.608081885076622,0.817297026644085,0.181137272512408,0.134344872560799,25.437590305408
"5_446",5,446,14047457,5000,0.275816608084909,-0.558044668919281,0.817789225593826,0.179208968609865,0.12942355847408,16.4579519409209
"5_47",5,47,2062,4993,0.0835666891579504,-0.325887354559519,0.786523253618892,0.186077529818341,0.127051801342704,7.63143166457691
"5_5432",5,5432,302862484065,5000,0.317932377378595,-0.454497819255862,0.819785108340222,0.178927503681885,0.128813430531675,26.4365446914653
"5_573",5,573,38084904,5000,0.306741891873186,-0.499782718342627,0.815700199289016,0.181116230366492,0.131006049823039,17.4553285411084
"5_61",5,61,5608,4999,-0.194668547000652,-0.82829086484385,0.797459455050172,0.183059562732219,0.125414822212706,8.63194942871443
"5_6975",5,6975,823012909820,5000,-0.00750027528209074,-1.20159571585507,0.820174305949953,0.182182508960573,0.1360955414191,27.4362377237945
"5_7",5,7,2,1,-0.666666666666667,-0.11848427270829,0.375,0.142857142857143,0.0821948778433659,0.693147180559945
"5_736",5,736,103273183,4999,0.276889687446076,-0.529043209653788,0.815448631874238,0.182226119136871,0.133927547064428,18.4528882972894
"5_78",5,78,14518,4998,0.19747090073422,-0.400628313254142,0.805161445769309,0.181985614758724,0.12664649418269,9.58314453784479
"5_8956",5,8956,2236395220839,5000,0.387828130538879,-0.515374412439693,0.824163072691395,0.178086422510049,0.129883378255175,28.4358864091082
"5_9",5,9,5,10,-1.04245448179272,-0.345659798252384,0.458771008403361,0.177777777777778,0.113222679017868,1.6094379124341
"5_944",5,944,278661282,4997,0.373130745455089,-0.401447712353268,0.816958755569525,0.179952886986429,0.131170567039674,19.4455075592277
"55_100",55,100,89134,4997,0.615039088968351,0.747504465404874,0.808664263881295,0.117290374224535,0.0757928320148998,11.3978961343855
"55_1212",55,1212,1.18314922631719e+32,4999,0.846100301446294,0.843891852724237,0.91125011113232,0.112726340647667,0.0468047070516113,73.8509026951304
"55_14765",55,14765,5.86553324323404e+81,4999,0.895063470062322,0.894048913193235,0.932190108982264,0.0823400575814452,0.0249305835997124,188.278485930053
"55_165",55,165,604630157,5000,0.700248999866103,0.766523290309307,0.847915558983034,0.148214545454545,0.0893653648980631,20.2201275183247
"55_1999",55,1999,3.43120296138809e+40,5000,0.864992241854964,0.865330398609843,0.919999792606549,0.101028114057029,0.0378201239457881,93.3363146370585
"55_24344",55,24344,1.1812507807684e+93,4997,0.89545790067872,0.894619098220385,0.932405237217701,0.0806751385698327,0.0244193831995546,214.30698750924
"55_271",55,271,14148042198618,4999,0.748369662110222,0.76564138608607,0.872254029715119,0.152476989862917,0.0861495126227078,30.2805973699234
